name,prefix,suffix,long,lat,level,id,huyen_id
Phường 4,Phường,4,106.670395,10.76357,3,657932,2572
Xã Văn Phong,Xã,Văn Phong,106.862455,20.798505,3,657933,2573
Xã Tân Lập,Xã,Tân Lập,105.086819,10.473663,3,657936,2576
Xã Đồng Tâm,Xã,Đồng Tâm,106.139427,21.477298,3,657939,2579
Xã Phước Thể,Xã,Phước Thể,108.744204,11.235436,3,657946,2586
Xã Minh Khai,Xã,Minh Khai,106.185036,22.500495,3,657948,2588
Xã Hòa Tân,Xã,Hòa Tân,108.316907,12.552986,3,657949,2589
Xã Nậm Khăn,Xã,Nậm Khăn,102.899752,22.002017,3,657951,2591
Xã Thiện Tân,Xã,Thiện Tân,106.866973,11.015863,3,657952,2592
Xã Phú Thành B,Xã,Phú Thành B,105.461899,10.754212,3,657953,2593
Xã Kông Yang,Xã,Kông Yang,108.54578,13.850369,3,657954,2594
Xã Nàn Ma,Xã,Nàn Ma,104.435622,22.666743,3,657955,2595
Xã Tân Việt,Xã,Tân Việt,106.414662,20.929049,3,657958,2598
Xã Mỹ Hòa,Xã,Mỹ Hòa,105.22769,20.66482,3,657960,2600
Xã Tân Lập,Xã,Tân Lập,106.047758,20.896473,3,657961,2601
Xã Nhạc Kỳ,Xã,Nhạc Kỳ,106.618872,21.914224,3,657967,2607
Xã Vĩnh Đại,Xã,Vĩnh Đại,105.792908,10.732069,3,657969,2609
Xã Yên Khang,Xã,Yên Khang,106.045217,20.267662,3,657970,2610
Xã Nam Hưng,Xã,Nam Hưng,105.434767,18.759849,3,657971,2611
Xã Hoàng Cương,Xã,Hoàng Cương,105.122096,21.450203,3,657974,2614
Xã Tư,Xã,Tư,107.902009,16.001833,3,657977,2617
Xã Sơn Dương,Xã,Sơn Dương,106.939155,21.072933,3,657979,2619
Xã Vĩnh Kim,Xã,Vĩnh Kim,107.083461,17.091856,3,657980,2620
Xã Viên An,Xã,Viên An,106.063845,9.518198,3,657981,2621
Xã Chiềng Pha,Xã,Chiềng Pha,103.645791,21.515361,3,657982,2622
Phường Xuân Đỉnh,Phường,Xuân Đỉnh,105.789145,21.073397,3,658187,2827
Phường 3,Phường,3,106.639577,10.761382,3,658188,2828
Xã Minh Tân,Xã,Minh Tân,106.683269,20.754083,3,658189,2829
Xã Núi Tô,Xã,Núi Tô,104.992364,10.418933,3,658192,2832
Xã Phước Tân,Xã,Phước Tân,107.006801,11.767151,3,658201,2841
Xã Vị Quang,Xã,Vị Quang,105.943955,22.920173,3,658204,2844
Xã Xuân Hưng,Xã,Xuân Hưng,107.487924,10.8629,3,658208,2848
Xã Tân Mỹ,Xã,Tân Mỹ,105.513552,10.61192,3,658209,2849
Xã Ia Rsai,Xã,Ia Rsai,108.605478,13.320652,3,658210,2850
Xã Mậu Duệ,Xã,Mậu Duệ,105.234525,23.066522,3,658211,2851
Xã Thạch Hải,Xã,Thạch Hải,105.977808,18.400793,3,658213,2853
Xã Lam Sơn,Xã,Lam Sơn,106.231001,20.80769,3,658214,2854
Xã Ngọc Lương,Xã,Ngọc Lương,105.696594,20.342621,3,658216,2856
Xã Thổ Châu,Xã,Thổ Châu,103.475049,9.302515,3,658219,2859
Xã Tu Tra,Xã,Tu Tra,108.453658,11.716093,3,658222,2862
Xã Phú Mỹ,Xã,Phú Mỹ,106.535912,21.958567,3,658223,2863
Xã Tân Hòa,Xã,Tân Hòa,106.044676,10.543436,3,658225,2865
Xã Nghi Kiều,Xã,Nghi Kiều,105.46905,18.822412,3,658227,2867
Xã Sơn Hùng,Xã,Sơn Hùng,105.189821,21.231489,3,658230,2870
Xã Tịnh Thọ,Xã,Tịnh Thọ,108.764211,15.198565,3,658234,2874
Xã Tân Lập,Xã,Tân Lập,107.584284,21.334083,3,658235,2875
Xã Mường Lựm,Xã,Mường Lựm,104.491201,21.021726,3,658238,2878
Xã Nga Lĩnh,Xã,Nga Lĩnh,105.935109,19.97611,3,658242,2882
Xã Ngũ Hiệp,Xã,Ngũ Hiệp,106.11652,10.303902,3,658244,2884
Phường Phú Đô,Phường,Phú Đô,105.76997,21.008591,3,658443,3083
Phường Thới An,Phường,Thới An,106.65146,10.878397,3,658444,3084
Xã Xuân Nội,Xã,Xuân Nội,106.360701,22.825767,3,658460,3100
Xã Phú Lộc,Xã,Phú Lộc,108.344669,12.975899,3,658461,3101
Xã Tân Kiều,Xã,Tân Kiều,105.866516,10.574802,3,658465,3105
Xã Kon Chiêng,Xã,Kon Chiêng,108.27269,13.798454,3,658466,3106
Xã Hương Quang,Xã,Hương Quang,105.435355,18.334032,3,658469,3109
Xã Hà Thanh,Xã,Hà Thanh,106.441454,20.740792,3,658470,3110
Xã Thạnh Đông B,Xã,Thạnh Đông B,105.347877,10.068967,3,658475,3115
Xã Ninh Loan,Xã,Ninh Loan,108.347794,11.549653,3,658478,3118
Xã Quê Mỹ Thạnh,Xã,Quê Mỹ Thạnh,106.458977,10.560465,3,658481,3121
Xã Nghĩa Lâm,Xã,Nghĩa Lâm,105.444207,19.413474,3,658483,3123
Xã Thạch Đồng,Xã,Thạch Đồng,105.310642,21.201347,3,658486,3126
Xã Tam Nghĩa,Xã,Tam Nghĩa,108.67186,15.41777,3,658489,3129
Xã Suối Bàng,Xã,Suối Bàng,104.825534,20.948104,3,658494,3134
Xã Mỹ Tân,Xã,Mỹ Tân,105.288296,20.123062,3,658498,3138
Xã Cổ Đông,Xã,Cổ Đông,105.506361,21.046933,3,658699,3339
Phường Tân Tạo A,Phường,Tân Tạo A,106.59045,10.748834,3,658700,3340
Xã Gia Minh,Xã,Gia Minh,106.708354,20.991815,3,658701,3341
Xã Khâm Thành,Xã,Khâm Thành,106.527334,22.847127,3,658716,3356
Xã Ea Yông,Xã,Ea Yông,108.285127,12.714705,3,658717,3357
Xã HNol,Xã,HNol,108.197277,13.95086,3,658722,3362
Xã Kỳ Phong,Xã,Kỳ Phong,106.167168,18.198337,3,658725,3365
Xã Thủy Đông,Xã,Thủy Đông,106.21387,10.656879,3,658737,3377
Xã Giang Sơn Tây,Xã,Giang Sơn Tây,105.266343,18.997991,3,658739,3379
Xã Ngọc Đồng,Xã,Ngọc Đồng,105.142231,21.251566,3,658742,3382
Xã Phước Năng,Xã,Phước Năng,107.751318,15.394106,3,658745,3385
Xã Nghĩa Sơn,Xã,Nghĩa Sơn,108.645241,15.123502,3,658746,3386
Xã Phong Dụ,Xã,Phong Dụ,107.378347,21.380002,3,658747,3387
Xã Thanh Tân,Xã,Thanh Tân,105.602825,19.47348,3,658754,3394
Xã Đồng Thái,Xã,Đồng Thái,105.407466,21.220153,3,658955,3595
Phường 21,Phường,21,106.712246,10.798336,3,658956,3596
Xã Kiến Thiết,Xã,Kiến Thiết,106.537574,20.691152,3,658957,3597
Xã Nam Ka,Xã,Nam Ka,108.024466,12.291971,3,658973,3613
Xã Mỹ Thạnh,Xã,Mỹ Thạnh,106.350184,10.61677,3,658993,3633
Xã Quang Phong,Xã,Quang Phong,104.871128,19.503293,3,658995,3635
Xã Tam Thành,Xã,Tam Thành,108.405424,15.614766,3,659001,3641
Xã Trà Thủy,Xã,Trà Thủy,108.503749,15.26577,3,659002,3642
Xã Quan Lạn,Xã,Quan Lạn,107.49072,20.876414,3,659003,3643
Xã Thanh Phong,Xã,Thanh Phong,105.269776,19.661123,3,659010,3650
Xã Hoàng Văn Thụ,Xã,Hoàng Văn Thụ,105.628513,20.84656,3,659211,3851
Phường 3,Phường,3,106.678892,10.822072,3,659212,3852
Xã Hòa Bình,Xã,Hòa Bình,106.552432,20.656891,3,659213,3853
Xã Ea Riêng,Xã,Ea Riêng,108.814994,12.758935,3,659229,3869
Xã Ia Pnôn,Xã,Ia Pnôn,107.635193,13.741147,3,659234,3874
Xã Vĩnh Trị,Xã,Vĩnh Trị,105.744459,10.91282,3,659249,3889
Xã Châu Thuận,Xã,Châu Thuận,105.087421,19.639732,3,659251,3891
Xã Quế Phong,Xã,Quế Phong,108.181029,15.658332,3,659257,3897
Xã Tân Phúc,Xã,Tân Phúc,105.666219,19.740017,3,659266,3906
Xã Dương Quang,Xã,Dương Quang,105.980879,21.005754,3,659467,4107
Phường 3,Phường,3,106.68101,10.802066,3,659468,4108
Xã Ia Yeng,Xã,Ia Yeng,108.390384,13.501285,3,659490,4130
Xã Châu Thành,Xã,Châu Thành,105.075093,19.3747,3,659507,4147
Xã Tr'Hy,Xã,Tr'Hy,107.36763,15.814121,3,659513,4153
Xã Đông Quang,Xã,Đông Quang,105.743236,19.76187,3,659522,4162
Xã Dương Liễu,Xã,Dương Liễu,105.678796,21.056116,3,659723,4363
Phường 4,Phường,4,106.657509,10.801138,3,659724,4364
Xã Quỳnh Hậu,Xã,Quỳnh Hậu,105.656552,19.157775,3,659763,4403
Xã Bình Lãnh,Xã,Bình Lãnh,108.249188,15.636171,3,659769,4409
Xã Phú Sơn,Xã,Phú Sơn,104.978576,20.520418,3,659778,4418
Xã Thạch Đà,Xã,Thạch Đà,105.673474,21.171601,3,659979,4619
Phường Tân Thới Hòa,Phường,Tân Thới Hòa,106.632347,10.764106,3,659980,4620
Xã Nghĩa Hành,Xã,Nghĩa Hành,105.181332,18.99982,3,660019,4659
Xã Tiên Lộc,Xã,Tiên Lộc,108.343722,15.46809,3,660025,4665
Xã Trung Hạ,Xã,Trung Hạ,105.045743,20.305002,3,660034,4674
Xã Hợp Thanh,Xã,Hợp Thanh,105.703141,20.667927,3,660235,4875
Phường Tam Bình,Phường,Tam Bình,106.734276,10.866241,3,660236,4876
Xã Thanh Đồng,Xã,Thanh Đồng,105.335426,18.797597,3,660275,4915
Xã Quảng Khê,Xã,Quảng Khê,105.775381,19.640156,3,660290,4930
Xã Song Phượng,Xã,Song Phượng,105.66526,21.08397,3,660491,5131
Xã Phong Phú,Xã,Phong Phú,106.654701,10.690992,3,660492,5132
Xã Tam Quang,Xã,Tam Quang,104.6781,19.15755,3,660531,5171
Xã Thạch Quảng,Xã,Thạch Quảng,105.521893,20.286972,3,660546,5186
Xã Liên Hà,Xã,Liên Hà,105.89994,21.152802,3,660747,5387
Xã Hoa Thành,Xã,Hoa Thành,105.491606,19.000644,3,660787,5427
Xã Thiệu Hợp,Xã,Thiệu Hợp,105.73468,19.890231,3,660802,5442
Xã Hòa Nam,Xã,Hòa Nam,105.75454,20.683911,3,661003,5643
Xã Phước Hiệp,Xã,Phước Hiệp,106.451152,10.9899,3,661004,5644
Xã Thọ Diên,Xã,Thọ Diên,105.459629,19.930888,3,661058,5698
Xã Hồng Thái,Xã,Hồng Thái,105.957618,20.77255,3,661259,5899
Xã Xuân Thới Đông,Xã,Xuân Thới Đông,106.588781,10.87023,3,661260,5900
Xã Xuân Cẩm,Xã,Xuân Cẩm,105.33494,19.903396,3,661314,5954
Xã Phương Độ,Xã,Phương Độ,105.542432,21.144661,3,661515,6155
Xã Hải Hòa,Xã,Hải Hòa,105.807283,19.452444,3,661570,6210
Xã Nghĩa Hương,Xã,Nghĩa Hương,105.617206,20.972325,3,661771,6411
Xã Hợp Lý,Xã,Hợp Lý,105.53396,19.819729,3,661826,6466
Xã Minh Phú,Xã,Minh Phú,105.762668,21.27097,3,662027,6667
Xã Vĩnh Phúc,Xã,Vĩnh Phúc,105.632103,20.062185,3,662082,6722
Xã Đồng Trúc,Xã,Đồng Trúc,105.575019,20.993877,3,662283,6923
Xã Định Tân,Xã,Định Tân,105.693226,19.995418,3,662338,6978
Xã Kim An,Xã,Kim An,105.756698,20.847609,3,662539,7179
Xã Tam Hiệp,Xã,Tam Hiệp,105.83083,20.95034,3,662795,7435
Xã Lê Lợi,Xã,Lê Lợi,105.89731,20.83317,3,663051,7691
Phường Quán Thánh,Phường,Quán Thánh,105.842012,21.04066,3,721163,267
Phường Mỹ Xuyên,Phường,Mỹ Xuyên,105.436497,10.378156,3,721168,272
Phường 9,Phường,9,107.087231,10.370588,3,721169,273
Xã Dĩnh Trì,Xã,Dĩnh Trì,106.239193,21.286935,3,721171,275
Phường Tiền An,Phường,Tiền An,106.065279,21.180515,3,721173,277
Xã Bình Phú,Xã,Bình Phú,106.350056,10.237988,3,721174,278
Phường Phú Tân,Phường,Phú Tân,106.708443,11.051307,3,721175,279
Phường Nhơn Phú,Phường,Nhơn Phú,109.181749,13.794526,3,721176,280
Phường Phú Thủy,Phường,Phú Thủy,108.111091,10.932602,3,721178,282
Xã An Xuyên,Xã,An Xuyên,105.185361,9.239024,3,721179,283
Xã Vĩnh Quang,Xã,Vĩnh Quang,106.231512,22.693656,3,721180,284
Phường Thành Nhất,Phường,Thành Nhất,108.006402,12.682686,3,721181,285
Phường Quyết Thắng,Phường,Quyết Thắng,106.823201,10.946173,3,721184,288
Xã Mỹ Tân,Xã,Mỹ Tân,105.611614,10.474988,3,721185,289
Phường Thống Nhất,Phường,Thống Nhất,107.995721,14.00029,3,721186,290
Phường Trần Hưng Đạo,Phường,Trần Hưng Đạo,105.919313,20.537206,3,721188,292
Xã Thạch Bình,Xã,Thạch Bình,105.922614,18.310818,3,721189,293
Phường Tân Bình,Phường,Tân Bình,106.314335,20.928121,3,721190,294
Xã Sủ Ngòi,Xã,Sủ Ngòi,105.354312,20.81974,3,721192,296
Xã Hùng Cường,Xã,Hùng Cường,106.036364,20.687398,3,721193,297
Phường Vạn Thắng,Phường,Vạn Thắng,109.188571,12.25251,3,721194,298
Phường Vĩnh Thông,Phường,Vĩnh Thông,105.101566,10.02495,3,721195,299
Xã Chư Hreng,Xã,Chư Hreng,108.007439,14.31548,3,721196,300
Phường 8,Phường,8,108.453152,11.977973,3,721198,302
Phường Thống Nhất,Phường,Thống Nhất,104.042175,22.40993,3,721200,304
Phường Tân Khánh,Phường,Tân Khánh,106.372031,10.489905,3,721201,305
Phường Quang Trung,Phường,Quang Trung,106.174544,20.433382,3,721202,306
Phường Lê Mao,Phường,Lê Mao,105.680228,18.668744,3,721203,307
Phường Vân Giang,Phường,Vân Giang,105.975391,20.256015,3,721204,308
Phường Phủ Hà,Phường,Phủ Hà,108.98517,11.572866,3,721205,309
Phường Tiên Cát,Phường,Tiên Cát,105.405226,21.307241,3,721206,310
Phường Phú Lâm,Phường,Phú Lâm,109.310191,13.051219,3,721207,311
Xã Bảo Ninh,Xã,Bảo Ninh,106.632194,17.473754,3,721208,312
Xã Cẩm Kim,Xã,Cẩm Kim,108.32416,15.863707,3,721209,313
Xã Nghĩa Dõng,Xã,Nghĩa Dõng,108.825035,15.119036,3,721210,314
Phường Hà Trung,Phường,Hà Trung,107.122299,20.958551,3,721211,315
Xã Chiềng Xôm,Xã,Chiềng Xôm,103.909721,21.37657,3,721214,318
Xã Đông Hòa,Xã,Đông Hòa,106.349328,20.479984,3,721216,320
Phường Tân Lập,Phường,Tân Lập,105.828495,21.559305,3,721217,321
Phường Lam Sơn,Phường,Lam Sơn,105.779018,19.804908,3,721218,322
Phường Phú Hậu,Phường,Phú Hậu,107.588681,16.491776,3,721219,323
Phường Tân Long,Phường,Tân Long,106.365712,10.349525,3,721220,324
Xã Lưỡng Vượng,Xã,Lưỡng Vượng,105.227831,21.776566,3,721222,326
Xã Trường An,Xã,Trường An,105.933545,10.264208,3,721223,327
Xã Giới Phiên,Xã,Giới Phiên,104.88957,21.699021,3,721225,329
Phường Thủ Thiêm,Phường,Thủ Thiêm,106.710575,10.770015,3,721420,524
Phường Thạch Thang,Phường,Thạch Thang,108.219593,16.077217,3,721422,526
Xã Tân Hưng,Xã,Tân Hưng,107.169254,10.526605,3,721425,529
Xã Hoàng An,Xã,Hoàng An,105.97469,21.38417,3,721427,531
Xã Mỹ Phương,Xã,Mỹ Phương,105.831861,22.33506,3,721428,532
Xã Song Giang,Xã,Song Giang,106.180363,21.084859,3,721429,533
Xã Bảo Thuận,Xã,Bảo Thuận,106.655271,10.046992,3,721430,534
Xã Nhơn Mỹ,Xã,Nhơn Mỹ,109.048333,13.931689,3,721432,536
Xã Trần Thới,Xã,Trần Thới,105.018022,8.858873,3,721435,539
Xã Thái Sơn,Xã,Thái Sơn,105.542858,22.742858,3,721436,540
Xã Ea Drông,Xã,Ea Drông,108.317905,12.905053,3,721437,541
Xã Bình Lộc,Xã,Bình Lộc,107.237135,10.974112,3,721440,544
Xã Xuân An,Xã,Xuân An,108.692193,14.043935,3,721442,546
Xã Yên Cường,Xã,Yên Cường,105.37441,22.73208,3,721443,547
Xã Đồng Du,Xã,Đồng Du,106.023545,20.527865,3,721444,548
Phường Cổ Thành,Phường,Cổ Thành,106.324395,21.092208,3,721446,550
Xã Xuân Phong,Xã,Xuân Phong,105.370964,20.700785,3,721448,552
Xã Ngọc Lâm,Xã,Ngọc Lâm,106.127082,20.900413,3,721449,553
Xã Cam Phước Đông,Xã,Cam Phước Đông,109.103723,11.957888,3,721450,554
Xã Nậm Khao,Xã,Nậm Khao,102.708022,22.409413,3,721453,557
Xã Lộc Thanh,Xã,Lộc Thanh,107.843974,11.548904,3,721454,558
Xã Quỳnh Sơn,Xã,Quỳnh Sơn,106.340064,21.903362,3,721455,559
Xã Lùng Cải,Xã,Lùng Cải,104.371845,22.643335,3,721456,560
Xã Giao Long,Xã,Giao Long,106.450579,20.22561,3,721458,562
Xã Quảng Sơn,Xã,Quảng Sơn,106.271722,17.733477,3,721464,568
Xã Tam Phú,Xã,Tam Phú,108.516595,15.582691,3,721465,569
Xã Ba Liên,Xã,Ba Liên,108.816044,14.83639,3,721466,570
Xã Hải Sơn,Xã,Hải Sơn,107.762113,21.6419,3,721467,571
Xã Phiêng Ban,Xã,Phiêng Ban,104.414106,21.242522,3,721470,574
Xã Độc Lập,Xã,Độc Lập,106.188009,20.555015,3,721472,576
Phường Bách Quang,Phường,Bách Quang,105.858796,21.482987,3,721473,577
Xã Hồng Thái,Xã,Hồng Thái,107.241093,16.240443,3,721475,579
Xã Long Thuận,Xã,Long Thuận,106.684036,10.362532,3,721476,580
Xã Minh Quang,Xã,Minh Quang,105.190414,22.321143,3,721478,582
Phường Ngô Thì Nhậm,Phường,Ngô Thì Nhậm,105.852973,21.016774,3,721675,779
Phường 6,Phường,6,106.695644,10.782319,3,721676,780
Phường Trại Chuối,Phường,Trại Chuối,106.662321,20.856479,3,721677,781
Phường Tân An,Phường,Tân An,105.786792,10.032465,3,721679,783
Xã Tân An,Xã,Tân An,105.206817,10.806248,3,721680,784
Xã Quảng Thành,Xã,Quảng Thành,107.279015,10.696949,3,721681,785
Xã Nghĩa Hòa,Xã,Nghĩa Hòa,106.247086,21.429023,3,721683,787
Xã Quân Bình,Xã,Quân Bình,105.865811,22.22358,3,721684,788
Xã Tân Lãng,Xã,Tân Lãng,106.196636,21.019226,3,721685,789
Xã Phú Thuận,Xã,Phú Thuận,106.492405,10.272975,3,721686,790
Xã Thạnh Hội,Xã,Thạnh Hội,106.771128,10.980107,3,721687,791
Xã Phan Hòa,Xã,Phan Hòa,108.557194,11.20425,3,721690,794
Xã Tân Duyệt,Xã,Tân Duyệt,105.214574,8.932593,3,721691,795
Xã Khánh Xuân,Xã,Khánh Xuân,105.736044,22.938871,3,721692,796
Xã Quảng Phú,Xã,Quảng Phú,107.972033,12.301465,3,721694,798
Xã Xuân Mỹ,Xã,Xuân Mỹ,107.245194,10.777948,3,721696,800
Xã Kim Ngọc,Xã,Kim Ngọc,104.933553,22.432416,3,721699,803
Xã Mộc Bắc,Xã,Mộc Bắc,106.000595,20.695425,3,721700,804
Xã Kỳ Nam,Xã,Kỳ Nam,106.466376,17.994924,3,721701,805
Xã Hiệp Hòa,Xã,Hiệp Hòa,106.479868,21.009414,3,721702,806
Xã Kim Bình,Xã,Kim Bình,105.547705,20.661641,3,721704,808
Xã Hồng Quang,Xã,Hồng Quang,106.110636,20.745623,3,721705,809
Xã Ninh Phụng,Xã,Ninh Phụng,109.106448,12.50123,3,721706,810
Xã Mù Sang,Xã,Mù Sang,103.305299,22.651416,3,721709,813
Xã Lộc Quảng,Xã,Lộc Quảng,107.813467,11.610299,3,721710,814
Xã Quang Trung,Xã,Quang Trung,106.337335,22.05568,3,721711,815
Xã Sơn Hải,Xã,Sơn Hải,104.157231,22.337576,3,721712,816
Xã Tân Hòa,Xã,Tân Hòa,106.485173,10.700873,3,721713,817
Xã Hải Đường,Xã,Hải Đường,106.249289,20.16094,3,721714,818
Xã Gia Tân,Xã,Gia Tân,105.915913,20.325091,3,721716,820
Xã Phú Khê,Xã,Phú Khê,105.144005,21.413236,3,721718,822
Xã Xuân Sơn Nam,Xã,Xuân Sơn Nam,109.149873,13.344968,3,721719,823
Xã Hoàn Trạch,Xã,Hoàn Trạch,106.50747,17.605291,3,721720,824
Xã Điện Phong,Xã,Điện Phong,108.234653,15.849756,3,721721,825
Xã Bình Khương,Xã,Bình Khương,108.69088,15.31255,3,721722,826
Phường Cửa Ông,Phường,Cửa Ông,107.364054,21.031683,3,721723,827
Xã Chiềng Sung,Xã,Chiềng Sung,104.075322,21.329117,3,721726,830
Xã Phước Vinh,Xã,Phước Vinh,105.946652,11.395224,3,721727,831
Xã Hồng Tiến,Xã,Hồng Tiến,106.452943,20.299932,3,721728,832
Xã Phúc Thuận,Xã,Phúc Thuận,105.741765,21.477984,3,721729,833
Phường Quảng Vinh,Phường,Quảng Vinh,105.870931,19.727468,3,721730,834
Xã Thủy Thanh,Xã,Thủy Thanh,107.642172,16.466222,3,721731,835
Xã Tân Phú,Xã,Tân Phú,106.189115,10.422081,3,721732,836
Xã Thông Hòa,Xã,Thông Hòa,106.073373,9.943821,3,721733,837
Xã Phù Lưu,Xã,Phù Lưu,105.014063,22.166508,3,721734,838
Xã Thành Trung,Xã,Thành Trung,105.796558,10.146597,3,721735,839
Xã Tân Phong,Xã,Tân Phong,105.634519,21.255845,3,721736,840
Xã Minh Chuẩn,Xã,Minh Chuẩn,104.624566,22.184205,3,721737,841
Phường Phú Lương,Phường,Phú Lương,105.76449,20.94088,3,721931,1035
Phường 4,Phường,4,106.702418,10.756384,3,721932,1036
Xã Vĩnh Hậu,Xã,Vĩnh Hậu,105.129689,10.792508,3,721936,1040
Xã Đông Hưng,Xã,Đông Hưng,106.437995,21.33824,3,721939,1043
Xã Thanh Bình,Xã,Thanh Bình,105.796851,21.931024,3,721940,1044
Xã Mộ Đạo,Xã,Mộ Đạo,106.141794,21.117804,3,721941,1045
Xã Phú Túc,Xã,Phú Túc,106.254181,10.306612,3,721942,1046
Xã Ân Tín,Xã,Ân Tín,108.941617,14.416509,3,721944,1048
Xã Nghĩa Bình,Xã,Nghĩa Bình,107.071101,11.686143,3,721945,1049
Xã Thắng Lợi,Xã,Thắng Lợi,106.704838,22.748665,3,721948,1052
Xã Pa Ham,Xã,Pa Ham,103.231945,21.938893,3,721951,1055
Xã Phước Bình,Xã,Phước Bình,107.037292,10.661178,3,721952,1056
Xã Mỹ Thọ,Xã,Mỹ Thọ,105.705836,10.441673,3,721953,1057
Xã Ia Mơ Nông,Xã,Ia Mơ Nông,107.852511,14.17753,3,721954,1058
Xã Nậm Khòa,Xã,Nậm Khòa,104.686958,22.56099,3,721955,1059
Xã Nhật Tân,Xã,Nhật Tân,105.890007,20.615237,3,721956,1060
Xã Cẩm Lĩnh,Xã,Cẩm Lĩnh,106.113507,18.242324,3,721957,1061
Xã Tân Việt,Xã,Tân Việt,106.211288,20.884461,3,721958,1062
Xã Đông Ninh,Xã,Đông Ninh,105.932331,20.800525,3,721961,1065
Xã Cam Thành Bắc,Xã,Cam Thành Bắc,109.171452,12.037661,3,721962,1066
Xã Vân Khánh Tây,Xã,Vân Khánh Tây,104.878329,9.552789,3,721963,1067
Xã Ngọc Linh,Xã,Ngọc Linh,107.929257,15.090594,3,721964,1068
Xã Nậm Hăn,Xã,Nậm Hăn,103.47641,22.065837,3,721965,1069
Xã Tư Nghĩa,Xã,Tư Nghĩa,107.396845,11.556882,3,721966,1070
Xã Hợp Thành,Xã,Hợp Thành,106.788363,21.855709,3,721967,1071
Xã Tân Dương,Xã,Tân Dương,104.488151,22.262872,3,721968,1072
Xã Phước Lý,Xã,Phước Lý,106.587947,10.644647,3,721969,1073
Xã Mỹ Trung,Xã,Mỹ Trung,106.180555,20.464173,3,721970,1074
Xã Trường Yên,Xã,Trường Yên,105.906805,20.290501,3,721972,1076
Xã Gia Điền,Xã,Gia Điền,105.036457,21.60933,3,721974,1078
Xã Liên Thủy,Xã,Liên Thủy,106.800187,17.230919,3,721976,1080
Xã Trà Nú,Xã,Trà Nú,108.326266,15.353956,3,721977,1081
Xã Thượng Yên Công,Xã,Thượng Yên Công,106.730358,21.104853,3,721979,1083
Xã Gio Quang,Xã,Gio Quang,107.081145,16.886795,3,721980,1084
Xã Phiêng Luông,Xã,Phiêng Luông,104.747893,20.824128,3,721982,1086
Xã Truông Mít,Xã,Truông Mít,106.270635,11.219936,3,721983,1087
Xã Đông Giang,Xã,Đông Giang,106.391985,20.540249,3,721984,1088
Xã Khôi Kỳ,Xã,Khôi Kỳ,105.61284,21.622846,3,721985,1089
Xã Kỳ Tân,Xã,Kỳ Tân,105.098846,20.28645,3,721986,1090
Xã Hậu Thành,Xã,Hậu Thành,106.010668,10.39533,3,721988,1092
Xã Nhị Trường,Xã,Nhị Trường,106.389128,9.756022,3,721989,1093
Xã Thượng Nông,Xã,Thượng Nông,105.494153,22.573384,3,721990,1094
Xã Phú Quới,Xã,Phú Quới,105.921498,10.16195,3,721991,1095
Xã Quang Sơn,Xã,Quang Sơn,105.483889,21.50395,3,721992,1096
Xã Mồ Dề,Xã,Mồ Dề,104.060386,21.857481,3,721993,1097
Phường Hàng Gai,Phường,Hàng Gai,105.84852,21.032358,3,722187,1291
Phường 5,Phường,5,106.674436,10.7514,3,722188,1292
Phường Nghĩa Xá,Phường,Nghĩa Xá,106.672355,20.842427,3,722189,1293
Xã Ô Long Vỹ,Xã,Ô Long Vỹ,105.134868,10.600683,3,722192,1296
Xã Long Điền Tây,Xã,Long Điền Tây,105.459183,9.067233,3,722194,1298
Xã Kiên Thành,Xã,Kiên Thành,106.560125,21.419776,3,722195,1299
Xã Nghĩa Tá,Xã,Nghĩa Tá,105.530031,22.07142,3,722196,1300
Xã Nguyệt Đức,Xã,Nguyệt Đức,106.068705,21.006849,3,722197,1301
Xã Vĩnh Thành,Xã,Vĩnh Thành,106.21889,10.208817,3,722198,1302
Xã Hoài Sơn,Xã,Hoài Sơn,109.007274,14.638514,3,722200,1304
Xã Hàm Thắng,Xã,Hàm Thắng,108.131246,10.96774,3,722202,1306
Xã Phù Ngọc,Xã,Phù Ngọc,106.142025,22.834839,3,722204,1308
Xã Ea Kuêh,Xã,Ea Kuêh,108.086914,12.957169,3,722205,1309
Xã Nậm Vì,Xã,Nậm Vì,102.50846,22.188447,3,722207,1311
Xã Phước Thiền,Xã,Phước Thiền,106.923479,10.757488,3,722208,1312
Xã Tân Phú,Xã,Tân Phú,105.758294,10.210867,3,722209,1313
Xã Ia Me,Xã,Ia Me,107.926321,13.701651,3,722210,1314
Xã Pải Lủng,Xã,Pải Lủng,105.377364,23.25959,3,722211,1315
Xã Nguyên Lý,Xã,Nguyên Lý,106.047945,20.604941,3,722212,1316
Xã Thanh Lộc,Xã,Thanh Lộc,105.715324,18.474556,3,722213,1317
Xã Cẩm Văn,Xã,Cẩm Văn,106.259489,20.983678,3,722214,1318
Xã Miền Đồi,Xã,Miền Đồi,105.415927,20.565992,3,722216,1320
Xã Phạm Ngũ Lão,Xã,Phạm Ngũ Lão,106.050731,20.770033,3,722217,1321
Xã Diên Phước,Xã,Diên Phước,109.05236,12.25839,3,722218,1322
Xã Đăk Ngọk,Xã,Đăk Ngọk,107.961758,14.523953,3,722220,1324
Xã Hòa Ninh,Xã,Hòa Ninh,107.942113,11.539196,3,722222,1326
Xã Lâm Sơn,Xã,Lâm Sơn,106.678465,21.66134,3,722223,1327
