name,prefix,suffix,long,lat,level,id,tinh_id
Huyện KBang,Huyện,KBang,108.6,14.1436,2,2338,34
Huyện Vị Xuyên,Huyện,Vị Xuyên,104.98,22.6687,2,2339,35
Huyện Nghi Xuân,Huyện,Nghi Xuân,105.756,18.6618,2,2341,37
Huyện Ninh Giang,Huyện,Ninh Giang,106.398,20.7312,2,2342,38
Huyện Đà Bắc,Huyện,Đà Bắc,105.254,20.8784,2,2344,40
Huyện Văn Lâm,Huyện,Văn Lâm,105.994006,20.976909,2,2345,41
Huyện Vạn Ninh,Huyện,Vạn Ninh,109.227,12.6996,2,2346,42
Huyện Kiên Lương,Huyện,Kiên Lương,104.589,10.2423,2,2347,43
Huyện Tu Mơ Rông,Huyện,Tu Mơ Rông,107.948,14.8235,2,2348,44
Huyện Đạ Tẻh,Huyện,Đạ Tẻh,107.487,11.5073,2,2350,46
Huyện Tràng Định,Huyện,Tràng Định,106.469,22.2576,2,2351,47
Huyện Văn Bàn,Huyện,Văn Bàn,104.254,22.0877,2,2352,48
Huyện Đức Huệ,Huyện,Đức Huệ,106.308,10.8931,2,2353,49
Huyện Xuân Trường,Huyện,Xuân Trường,106.334,20.2918,2,2354,50
Huyện Kỳ Sơn,Huyện,Kỳ Sơn,104.147,19.4008,2,2355,51
Huyện Tam Nông,Huyện,Tam Nông,105.294,21.2567,2,2358,54
Huyện Tuy An,Huyện,Tuy An,109.215,13.3073,2,2359,55
Huyện Nam Trà My,Huyện,Nam Trà My,108.122,15.1484,2,2361,57
Huyện Sơn Hà,Huyện,Sơn Hà,108.47,15.0417,2,2362,58
Huyện Hải Hà,Huyện,Hải Hà,107.756,21.4524,2,2363,59
Huyện Triệu Phong,Huyện,Triệu Phong,107.166,16.7689,2,2364,60
Huyện Thạnh Trị,Huyện,Thạnh Trị,105.745,9.42974,2,2365,61
Huyện Sốp Cộp,Huyện,Sốp Cộp,103.603,20.9417,2,2366,62
Huyện Trảng Bàng,Huyện,Trảng Bàng,106.359,11.0302,2,2367,63
Huyện Võ Nhai,Huyện,Võ Nhai,106.071,21.7551,2,2369,65
Huyện Lang Chánh,Huyện,Lang Chánh,105.24,20.1562,2,2370,66
Huyện Quảng Điền,Huyện,Quảng Điền,107.515,16.5763,2,2371,67
Huyện Tân Phước,Huyện,Tân Phước,106.195,10.4736,2,2372,68
Huyện Duyên Hải,Huyện,Duyên Hải,106.440422,9.607133,2,2373,69
Huyện Sông Lô,Huyện,Sông Lô,105.422,21.418,2,2376,72
Huyện Yên Bình,Huyện,Yên Bình,104.962,21.7279,2,2377,73
Quận Thanh Xuân,Quận,Thanh Xuân,105.800098,20.995087,2,2571,11
Quận 10,Quận,10,106.66669,10.767403,2,2572,12
Huyện Cát Hải,Huyện,Cát Hải,107.047756,20.731819,2,2573,13
Huyện Tịnh Biên,Huyện,Tịnh Biên,105.002,10.6195,2,2576,16
Huyện Yên Thế,Huyện,Yên Thế,106.127,21.4732,2,2579,19
Huyện Vân Canh,Huyện,Vân Canh,108.998,13.6213,2,2584,24
Huyện Bù Gia Mập,Huyện,Bù Gia Mập,106.994,11.954,2,2585,25
Huyện Tuy Phong,Huyện,Tuy Phong,108.725,11.2286,2,2586,26
Huyện Thạch An,Huyện,Thạch An,106.432,22.4299,2,2588,28
Huyện Krông Bông,Huyện,Krông Bông,108.335,12.5053,2,2589,29
Huyện Nậm Pồ,Huyện,Nậm Pồ,102.906612,21.871043,2,2591,31
Huyện Vĩnh Cửu,Huyện,Vĩnh Cửu,107.035,11.0892,2,2592,32
Huyện Tam Nông,Huyện,Tam Nông,105.561,10.6709,2,2593,33
Huyện Kông Chro,Huyện,Kông Chro,108.527,13.7752,2,2594,34
Huyện Xín Mần,Huyện,Xín Mần,104.461,22.6824,2,2595,35
Huyện Đức Thọ,Huyện,Đức Thọ,105.586,18.5348,2,2597,37
Huyện Thanh Hà,Huyện,Thanh Hà,106.427,20.8978,2,2598,38
Huyện Tân Lạc,Huyện,Tân Lạc,105.278,20.6214,2,2600,40
Huyện Yên Mỹ,Huyện,Yên Mỹ,106.046,20.8913,2,2601,41
Huyện Kiên Hải,Huyện,Kiên Hải,104.621,9.79799,2,2603,43
Huyện Ia H'Drai,Huyện,Ia H'Drai,107.442605,14.304354,2,2604,44
Huyện Đam Rông,Huyện,Đam Rông,108.134,11.9571,2,2606,46
Huyện Văn Lãng,Huyện,Văn Lãng,106.614,22.0556,2,2607,47
Huyện Tân Hưng,Huyện,Tân Hưng,105.668,10.8353,2,2609,49
Huyện Ý Yên,Huyện,Ý Yên,106.016,20.3252,2,2610,50
Huyện Nam Đàn,Huyện,Nam Đàn,105.5,18.6969,2,2611,51
Huyện Thanh Ba,Huyện,Thanh Ba,105.141,21.4987,2,2614,54
Huyện Đông Giang,Huyện,Đông Giang,107.651,15.9226,2,2617,57
Huyện Sơn Tây,Huyện,Sơn Tây,108.336,14.9888,2,2618,58
Huyện Hoành Bồ,Huyện,Hoành Bồ,106.991,21.0272,2,2619,59
Huyện Vĩnh Linh,Huyện,Vĩnh Linh,107.014,17.0625,2,2620,60
Huyện Trần Đề,Huyện,Trần Đề,106.025,9.535,2,2621,61
Huyện Thuận Châu,Huyện,Thuận Châu,103.693,21.4351,2,2622,62
Huyện Mường Lát,Huyện,Mường Lát,104.602,20.5265,2,2626,66
Huyện Tân Phú Đông,Huyện,Tân Phú Đông,106.657,10.267,2,2628,68
Quận Bắc Từ Liêm,Quận,Bắc Từ Liêm,105.753633,21.042075,2,2827,11
Quận 11,Quận,11,106.645364,10.764567,2,2828,12
Huyện Kiến Thụy,Huyện,Kiến Thụy,106.669715,20.751368,2,2829,13
Huyện Tri Tôn,Huyện,Tri Tôn,105.001,10.421,2,2832,16
Huyện Vĩnh Thạnh,Huyện,Vĩnh Thạnh,108.785,14.1075,2,2840,24
Huyện Phú Riềng,Huyện,Phú Riềng,106.872966,11.734192,2,2841,25
Huyện Thông Nông,Huyện,Thông Nông,105.983,22.7854,2,2844,28
Huyện Krông Búk,Huyện,Krông Búk,108.246777,12.954525,2,2845,29
Huyện Xuân Lộc,Huyện,Xuân Lộc,107.403,10.9265,2,2848,32
Huyện Thanh Bình,Huyện,Thanh Bình,105.487,10.5593,2,2849,33
Huyện Krông Pa,Huyện,Krông Pa,108.689,13.196,2,2850,34
Huyện Yên Minh,Huyện,Yên Minh,105.142,23.1178,2,2851,35
Huyện Thạch Hà,Huyện,Thạch Hà,105.863,18.3684,2,2853,37
Huyện Thanh Miện,Huyện,Thanh Miện,106.245,20.7871,2,2854,38
Huyện Yên Thủy,Huyện,Yên Thủy,105.624,20.3934,2,2856,40
Huyện Phú Quốc,Huyện,Phú Quốc,103.959,10.2347,2,2859,43
Huyện Đơn Dương,Huyện,Đơn Dương,108.496,11.761,2,2862,46
Huyện Văn Quan,Huyện,Văn Quan,106.539,21.8647,2,2863,47
Huyện Tân Thạnh,Huyện,Tân Thạnh,106.049,10.6077,2,2865,49
Huyện Nghi Lộc,Huyện,Nghi Lộc,105.647,18.776,2,2867,51
Huyện Thanh Sơn,Huyện,Thanh Sơn,105.181,21.2147,2,2870,54
Huyện Nông Sơn,Huyện,Nông Sơn,108.06,15.719,2,2873,57
Huyện Sơn Tịnh,Huyện,Sơn Tịnh,108.793907,15.189466,2,2874,58
Huyện Đầm Hà,Huyện,Đầm Hà,107.589,21.354,2,2875,59
Huyện Châu Thành,Huyện,Châu Thành,105.903,9.699,2,2877,61
Huyện Yên Châu,Huyện,Yên Châu,104.3,21.0456,2,2878,62
Huyện Nga Sơn,Huyện,Nga Sơn,105.971,20.0071,2,2882,66
Huyện Cai Lậy,Huyện,Cai Lậy,106.11943,10.311483,2,2884,68
Quận Nam Từ Liêm,Quận,Nam Từ Liêm,105.76713,21.039626,2,3083,11
Quận 12,Quận,12,106.628283,10.851178,2,3084,12
Huyện Bạch Long Vĩ,Huyện,Bạch Long Vĩ,107.719,20.1367,2,3085,13
Huyện Trà Lĩnh,Huyện,Trà Lĩnh,106.324,22.8295,2,3100,28
Huyện Krông Năng,Huyện,Krông Năng,108.341,12.9519,2,3101,29
Huyện Tháp Mười,Huyện,Tháp Mười,105.844,10.5249,2,3105,33
Huyện Mang Yang,Huyện,Mang Yang,108.252,14.0387,2,3106,34
Huyện Vũ Quang,Huyện,Vũ Quang,105.506,18.3832,2,3109,37
Huyện Tứ Kỳ,Huyện,Tứ Kỳ,106.406,20.8167,2,3110,38
Huyện Tân Hiệp,Huyện,Tân Hiệp,105.285,10.1156,2,3115,43
Huyện Đức Trọng,Huyện,Đức Trọng,108.374,11.7358,2,3118,46
Huyện Tân Trụ,Huyện,Tân Trụ,106.508,10.5133,2,3121,49
Huyện Nghĩa Đàn,Huyện,Nghĩa Đàn,105.473,19.375,2,3123,51
Huyện Thanh Thủy,Huyện,Thanh Thủy,105.284,21.1738,2,3126,54
Huyện Núi Thành,Huyện,Núi Thành,108.659,15.431,2,3129,57
Huyện Tây Trà,Huyện,Tây Trà,108.356,15.1673,2,3130,58
Huyện Cô Tô,Huyện,Cô Tô,107.757,21.0015,2,3131,59
Huyện Vân Hồ,Huyện,Vân Hồ,104.756417,20.780576,2,3134,62
Huyện Ngọc Lặc,Huyện,Ngọc Lặc,105.38,20.0808,2,3138,66
Thị xã Sơn Tây,Thị xã,Sơn Tây,105.506075,21.140651,2,3339,11
Quận Bình Tân,Quận,Bình Tân,106.614565,10.737011,2,3340,12
Huyện Thủy Nguyên,Huyện,Thủy Nguyên,106.674979,20.916978,2,3341,13
Huyện Trùng Khánh,Huyện,Trùng Khánh,106.525,22.8348,2,3356,28
Huyện Krông Păk,Huyện,Krông Păk,108.302,12.7109,2,3357,29
Huyện Đắk Đoa,Huyện,Đắk Đoa,108.113,13.9948,2,3362,34
Huyện Kỳ Anh,Huyện,Kỳ Anh,106.240872,18.15981,2,3365,37
Huyện U Minh Thượng,Huyện,U Minh Thượng,105.122,9.67428,2,3371,43
Huyện Thạnh Hóa,Huyện,Thạnh Hóa,106.183,10.6569,2,3377,49
Huyện Đô Lương,Huyện,Đô Lương,105.308,18.8984,2,3379,51
Huyện Yên Lập,Huyện,Yên Lập,105.058,21.3478,2,3382,54
Huyện Phước Sơn,Huyện,Phước Sơn,107.795,15.4435,2,3385,57
Huyện Tư Nghĩa,Huyện,Tư Nghĩa,108.825,15.0883,2,3386,58
Huyện Tiên Yên,Huyện,Tiên Yên,107.401,21.3309,2,3387,59
Huyện Như Thanh,Huyện,Như Thanh,105.579,19.6408,2,3394,66
Huyện Ba Vì,Huyện,Ba Vì,105.423449,21.199231,2,3595,11
Quận Bình Thạnh,Quận,Bình Thạnh,106.696283,10.802722,2,3596,12
Huyện Tiên Lãng,Huyện,Tiên Lãng,106.553475,20.724746,2,3597,13
Huyện Lắk,Huyện,Lắk,108.177,12.4094,2,3613,29
Huyện Đắk Pơ,Huyện,Đắk Pơ,108.553,13.9761,2,3618,34
Huyện Vĩnh Thuận,Huyện,Vĩnh Thuận,105.257,9.50958,2,3627,43
Huyện Thủ Thừa,Huyện,Thủ Thừa,106.402,10.6022,2,3633,49
Huyện Quế Phong,Huyện,Quế Phong,104.923,19.6082,2,3635,51
Huyện Phú Ninh,Huyện,Phú Ninh,108.412,15.5536,2,3641,57
Huyện Trà Bồng,Huyện,Trà Bồng,108.518,15.256,2,3642,58
Huyện Vân Đồn,Huyện,Vân Đồn,107.42,21.0687,2,3643,59
Huyện Như Xuân,Huyện,Như Xuân,105.436,19.6669,2,3650,66
Huyện Chương Mỹ,Huyện,Chương Mỹ,105.702406,20.923773,2,3851,11
Quận Gò Vấp,Quận,Gò Vấp,106.668819,10.831332,2,3852,12
Huyện Vĩnh Bảo,Huyện,Vĩnh Bảo,106.48096,20.690402,2,3853,13
Huyện M'Đrăk,Huyện,M'Đrăk,108.742,12.7489,2,3869,29
Huyện Đức Cơ,Huyện,Đức Cơ,107.7,13.8043,2,3874,34
Huyện Giang Thành,Huyện,Giang Thành,104.691,10.517,2,3883,43
Huyện Vĩnh Hưng,Huyện,Vĩnh Hưng,105.786,10.8897,2,3889,49
Huyện Quỳ Châu,Huyện,Quỳ Châu,105.096,19.5511,2,3891,51
Huyện Quế Sơn,Huyện,Quế Sơn,108.219,15.6741,2,3897,57
Huyện Nông Cống,Huyện,Nông Cống,105.651,19.6241,2,3906,66
Huyện Gia Lâm,Huyện,Gia Lâm,105.940797,21.028571,2,4107,11
Quận Phú Nhuận,Quận,Phú Nhuận,106.675862,10.794719,2,4108,12
Huyện Phú Thiện,Huyện,Phú Thiện,108.314,13.53,2,4130,34
Huyện Quỳ Hợp,Huyện,Quỳ Hợp,105.181,19.3256,2,4147,51
Huyện Tây Giang,Huyện,Tây Giang,107.533,15.938,2,4153,57
Huyện Đông Sơn,Huyện,Đông Sơn,105.735,19.8194,2,4162,66
Huyện Hoài Đức,Huyện,Hoài Đức,105.707638,21.066144,2,4363,11
Quận Tân Bình,Quận,Tân Bình,106.642935,10.798399,2,4364,12
Huyện Chư Pưh,Huyện,Chư Pưh,108.104,13.587,2,4386,34
Huyện Quỳnh Lưu,Huyện,Quỳnh Lưu,105.631,19.1467,2,4403,51
Huyện Thăng Bình,Huyện,Thăng Bình,108.351,15.7378,2,4409,57
Huyện Quan Hóa,Huyện,Quan Hóa,105.111,20.3776,2,4418,66
Huyện Mê Linh,Huyện,Mê Linh,105.72021,21.181735,2,4619,11
Quận Tân Phú,Quận,Tân Phú,106.637821,10.783286,2,4620,12
Huyện Tân Kỳ,Huyện,Tân Kỳ,105.268,19.0506,2,4659,51
Huyện Tiên Phước,Huyện,Tiên Phước,108.308,15.4895,2,4665,57
Huyện Quan Sơn,Huyện,Quan Sơn,104.947,20.2544,2,4674,66
Huyện Mỹ Đức,Huyện,Mỹ Đức,105.744873,20.686388,2,4875,11
Quận Thủ Đức,Quận,Thủ Đức,106.768618,10.849363,2,4876,12
Huyện Thanh Chương,Huyện,Thanh Chương,105.333,18.7826,2,4915,51
Huyện Quảng Xương,Huyện,Quảng Xương,105.782,19.7324,2,4930,66
Huyện Đan Phượng,Huyện,Đan Phượng,105.672508,21.083119,2,5131,11
Huyện Bình Chánh,Huyện,Bình Chánh,106.591476,10.695219,2,5132,12
Huyện Tương Dương,Huyện,Tương Dương,104.47,19.2638,2,5171,51
Huyện Thạch Thành,Huyện,Thạch Thành,105.664,20.1279,2,5186,66
Huyện Đông Anh,Huyện,Đông Anh,105.848758,21.139194,2,5387,11
Huyện Cần Giờ,Huyện,Cần Giờ,106.964202,10.409951,2,5388,12
Huyện Yên Thành,Huyện,Yên Thành,105.471,18.9984,2,5427,51
Huyện Thiệu Hóa,Huyện,Thiệu Hóa,105.679,19.8884,2,5442,66
Huyện Ứng Hòa,Huyện,Ứng Hòa,105.771352,20.735542,2,5643,11
Huyện Củ Chi,Huyện,Củ Chi,106.493688,10.972645,2,5644,12
Huyện Thọ Xuân,Huyện,Thọ Xuân,105.523,19.9295,2,5698,66
Huyện Phú Xuyên,Huyện,Phú Xuyên,105.912,20.7443,2,5899,11
Huyện Hóc Môn,Huyện,Hóc Môn,106.595271,10.889608,2,5900,12
Huyện Thường Xuân,Huyện,Thường Xuân,105.347,19.9035,2,5954,66
Huyện Phúc Thọ,Huyện,Phúc Thọ,105.545539,21.104216,2,6155,11
Huyện Nhà Bè,Huyện,Nhà Bè,106.733069,10.673975,2,6156,12
Huyện Tĩnh Gia,Huyện,Tĩnh Gia,105.777,19.444,2,6210,66
Huyện Quốc Oai,Huyện,Quốc Oai,105.641004,20.990051,2,6411,11
Huyện Triệu Sơn,Huyện,Triệu Sơn,105.607,19.8194,2,6466,66
Huyện Sóc Sơn,Huyện,Sóc Sơn,105.847934,21.257379,2,6667,11
Huyện Vĩnh Lộc,Huyện,Vĩnh Lộc,105.618,20.0567,2,6722,66
Huyện Thạch Thất,Huyện,Thạch Thất,105.578375,21.056181,2,6923,11
Huyện Yên Định,Huyện,Yên Định,105.649,19.973,2,6978,66
Huyện Thanh Oai,Huyện,Thanh Oai,105.769056,20.852508,2,7179,11
Huyện Thanh Trì,Huyện,Thanh Trì,105.844471,20.946278,2,7435,11
Huyện Thường Tín,Huyện,Thường Tín,105.861996,20.868836,2,7691,11
